Nome: IMPERATRIZ
Codigo Estacao: 82564
Latitude: -5.53638888
Longitude: -47.47888888
Altitude: 126.33
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
1994-12-30;1;9,8;0;32,7;27,8;24;74,8;62;2,5;
1994-12-31;3;4,3;0;32,7;27,9;22,8;81,3;75;2,2;
1995-01-01;3;6,2;1;32,9;27,9;21;76;62;1,3;
1995-01-02;3,5;3,7;11,2;32,8;27,7;24,2;83,5;67;1,1;
1995-01-03;2,5;1,1;2,6;31,1;27,5;24,3;85,8;72;1,1;
1995-01-04;1,5;0;15,7;29,5;25,6;22,8;89,3;84;1,1;
1995-01-05;2;,1;5,6;28,9;25,6;23;85,5;77;,7;
1995-01-06;1;,1;56,2;25,7;22,9;21,4;97;89;1,1;
1995-01-07;1;2,1;3,2;28,4;25,2;22;91;78;1,4;
1995-01-08;2;,4;,3;28,5;25,5;23;89;84;,8;
1995-01-09;2;0;0;28,4;24,8;23;92,5;89;,8;
1995-01-10;1;,7;,7;28,7;25,2;22,8;87,5;84;,5;
1995-01-11;1;2,6;,5;30,7;26,1;23;82;66;,2;
1995-01-12;3;2,6;0;31,1;26,5;21,8;83,8;72;,5;
1995-01-13;3,5;2;0;30,7;24,2;20;87,3;78;3,3;
1995-01-14;2,5;0;32,7;29,9;25;21,6;87,8;72;0;
1995-01-15;1;7,1;0;33,2;26,1;22,7;83;65;,3;
1995-01-16;3;9,1;0;33,3;27,7;22,6;75,8;63;,7;
1995-01-17;3;11;0;33,7;28,6;24;65,5;60;1,1;
1995-01-18;4;8,9;0;34,1;28,4;24;73,5;56;1,1;
1995-01-19;5;8,5;5,5;33,6;28,4;23,5;72,8;61;,5;
1995-01-20;3,5;8,5;0;34,1;28,8;23,6;68,5;60;1,1;
1995-01-21;3,5;11,3;0;34,8;29;23,2;67,8;53;,5;
1995-01-22;5,5;4,6;0;34,1;28,7;24;74,5;53;,7;
1995-01-23;4;1,6;0;32,8;27,5;23,8;85;75;0;
1995-01-24;3,4;7,1;0;33,7;27,2;24;79,8;64;,5;
1995-01-25;2,6;7,5;1,7;33;27,3;23,6;76,5;56;,3;
1995-01-26;3;7,6;0;33,4;28;23,5;72,8;60;,8;
1995-01-27;4;4,4;,3;32,9;27,8;24,2;77,8;70;,5;
1995-01-28;3;4,7;0;33,5;26,8;24;80,8;60;,5;
1995-01-29;2,5;4,5;4,2;31,7;27,1;23,6;83,5;77;1,1;
1995-01-30;3;3,3;2;31,5;26,4;23;85,5;78;1,1;
1995-01-31;3,5;6,9;1,2;32,7;28,3;24;74;59;1,9;
1995-02-01;4,5;9,7;0;34,1;28,9;23,6;69;60;,8;
1995-02-02;2;1,3;0;31,7;26,7;24,5;85,3;69;1,6;
1995-02-03;3;0;65,5;25,6;24,1;22,8;95,5;90;1,1;
1995-02-04;2;0;5,6;29,1;24,9;23;94,5;90;1,4;
1995-02-05;4,6;,6;20,4;28,5;25,2;23;91;80;1,1;
1995-02-06;2,4;1,4;12,7;29,7;25,7;21,4;85;81;1,6;
1995-02-07;4,5;2,5;0;30,9;25,1;22,2;90,5;81;1,4;
1995-02-08;1,5;6,7;10,2;31,8;26,8;23,2;80,5;71;,8;
1995-02-09;2;6;118,2;28,5;24,8;22,6;86,3;75;,8;
1995-02-10;1,8;4,4;0;31;26,5;22,6;83,3;71;,5;
1995-02-11;,2;5,3;34;30,7;26,3;22,4;84,8;67;1,9;
1995-02-12;3,7;5,1;25,2;32,1;25,6;23;85,5;60;0;
1995-02-13;2,5;0;5,5;32,2;26,9;22,4;78;68;1,1;
1995-02-14;2,8;1,7;0;31,6;25,9;23;81,8;60;1,1;
1995-02-15;1,7;3,1;10,6;30,7;26,2;23,2;79,3;72;1,1;
1995-02-16;2,3;7,7;0;32,3;26,8;23,4;79,5;64;,8;
1995-02-17;2,7;6,9;13,7;31,4;26,4;22,3;82,5;60;1,1;
1995-02-18;2,3;4,8;3;29,5;26;23;81,8;76;1,1;
1995-02-19;3;7,2;,7;32,2;26,7;22,6;75,8;57;,5;
1995-02-20;3,5;3,9;0;31,1;25,9;23,2;86,8;78;1,4;
1995-02-21;2;5,2;3,7;32,6;26,7;22,8;82;65;2,5;
1995-02-22;2;6,1;24,2;31,6;26,9;22,6;84;67;1,1;
1995-02-23;2,2;0;65,5;29,2;24,8;22,5;91,5;80;,5;
1995-02-24;2,3;5,1;,2;33,1;26,1;22,6;84,8;69;,7;
1995-02-25;1,5;3,2;2,3;29,9;25,8;24;93,3;88;1,3;
1995-02-26;2;8,9;2,3;32,6;27,3;21,6;73,3;55;,3;
1995-02-27;4,5;8,5;0;32,6;26,9;22,6;75,8;58;1,1;
1995-02-28;3,5;9;0;33,3;26,8;23,3;82,5;68;1,1;
1995-03-01;2,5;5,6;5,7;32,7;26,8;23,8;84;63;1,6;
1995-03-02;2;8,1;13,8;32,3;26,7;22,6;82,8;64;1,4;
1995-03-03;4;4,9;1,4;33,1;27,4;24,4;82,8;64;1,1;
1995-03-04;2;8,4;15,8;32,5;27,4;23,8;78,3;64;,5;
1995-03-05;3;9,2;0;33,3;28,3;24,5;74;66;1,1;
1995-03-06;5;7,9;0;33,4;28;23,2;81,3;67;1,1;
1995-03-07;3;6,1;0;33,1;27,4;23,6;80;67;1,4;
1995-03-08;6,6;9,4;0;33,8;28,2;23,6;72;62;1,1;
1995-03-09;3,5;5,5;60;31,9;25,8;21,6;87;72;,6;
1995-03-10;2,5;9;0;32,9;26,5;22,2;84,3;63;3,6;
1995-03-11;3;,4;40,5;28,3;25;22,6;90,8;82;1,5;
1995-03-12;2,5;7,5;2,3;33,1;26,1;23,2;88,8;77;1;
1995-03-13;3;5,4;1;31,9;27;23,4;85,8;69;1,6;
1995-03-14;1;1,4;22,7;29,3;24,3;22,8;89;66;,7;
1995-03-15;1;4,8;1,5;32,1;25,5;22;87;73;1,3;
1995-03-16;3;9,1;2,2;33,1;27,6;23,4;81,5;64;1,3;
1995-03-17;3;6,4;0;33;26,8;22,8;86;64;,8;
1995-03-18;2;5,5;29,7;31,3;26,4;24;89,8;73;2,2;
1995-03-19;1,5;5,8;11,4;33,1;26,5;22,8;78,5;65;1,4;
1995-03-20;3;3,6;0;32,5;26,9;23,3;83;63;1,6;
1995-03-21;2;5,2;0;32,3;26,8;23,5;86;69;,8;
1995-03-22;3;5;0;33,3;27,6;23,8;80,8;62;1,1;
1995-03-23;4;3;,2;31,3;26,1;23,8;91,8;83;0;
1995-03-24;1;2,9;0;30,5;26,6;24;87,8;76;,8;
1995-03-25;2;0;65,7;28,3;24,7;22;90,8;77;,3;
1995-03-26;1;1,8;,6;31,1;27;22,4;82,8;72;,2;
1995-03-27;2;7,1;8,4;32,1;26,7;22,6;80,8;69;,2;
1995-03-28;2;1,4;2,8;30,9;26,4;24,2;85,8;73;,5;
1995-03-29;3;2,4;0;30,5;26,2;24;89,3;78;0;
1995-03-30;1,5;8,1;29,8;32,6;27,7;23,7;79,5;67;0;
1995-03-31;3;8,2;0;32,7;27,2;23,8;80,5;70;,2;
1995-04-01;2;4,4;,5;30,3;25,9;23,5;89;82;,5;
1995-04-02;3;6,2;27,6;32,3;27,4;23,6;81,5;66;,5;
1995-04-03;4;8,2;0;33,1;27,5;24,6;81,3;65;,8;
1995-04-04;3;5,4;,2;32,9;28;24;78,3;63;0;
1995-04-05;3;5,8;0;33,1;26,9;24;85;64;0;
1995-04-06;3;2,8;11;31,7;26,7;23,8;88,5;80;0;
1995-04-07;1,5;6,3;29,4;32,3;26,4;23;87;68;,3;
1995-04-08;3;,8;2,2;28,6;26,3;24,2;91,3;90;0;
1995-04-09;1,5;7,1;14;31,6;26,5;23,2;84,8;71;0;
1995-04-10;2,5;0;,2;31,7;26,2;24,6;96;90;0;
1995-04-11;1;,4;7;30,1;25,5;23,4;92;78;0;
1995-04-12;2;8,6;0;32,9;26,6;22;80,8;61;,3;
1995-04-13;1;10,3;0;33,8;28,1;23,4;80;62;,5;
1995-04-14;3;2,8;4;30,9;25,9;23,5;89,8;71;0;
1995-04-15;4;1;41;30,1;24,8;22,2;93;79;0;
1995-04-16;3;5,6;11;32,1;26,5;22,6;84,5;72;,2;
1995-04-17;2;2;0;30,3;26,4;22,6;84,5;71;0;
1995-04-18;1,5;5,4;0;32,5;26,8;24,2;84,3;67;,8;
1995-04-19;3,2;3,1;3,5;30,7;26,2;23,8;89;81;,2;
1995-04-20;,8;4,6;0;32,1;26,9;23,6;86;68;,8;
1995-04-21;3,5;7,1;1;31,7;27,7;24,4;83;76;,5;
1995-04-22;,5;9,2;6,8;32,6;28,2;24;78;63;,5;
1995-04-23;4,5;3,5;0;30,5;26,7;25;87;75;,5;
1995-04-24;1,5;7,1;2,8;32,6;27;23,6;85,3;67;,4;
1995-04-25;2;5,6;,2;31,7;27,2;23,4;80,8;64;,5;
1995-04-26;3;5,6;0;32,5;27,6;23,8;82;72;0;
1995-04-27;3;8,7;3,7;31,5;27,8;24,2;82;72;,3;
1995-04-28;3;8;1;33,1;27,8;23,6;73;52;,5;
1995-04-29;2;7,2;0;32,8;27,9;24,2;77;62;,5;
1995-04-30;7;9,4;0;33,3;28,1;24;75;55;,8;
1995-05-01;4,5;7,3;0;32,3;28;25;79,8;64;,3;
1995-05-02;2,5;7,1;1,4;32,7;27;23,6;83,8;63;,8;
1995-05-03;3;5,8;1;31,2;26,4;24;86;75;1,4;
1995-05-04;3;0;2,7;30,7;26,1;23,4;86,5;69;0;
1995-05-05;1,5;1,1;2,8;26,9;25,5;23,6;90,8;88;0;
1995-05-06;1;5,5;8,5;31,3;26;23,2;87,3;73;1;
1995-05-07;2;8,5;4,4;32,3;27,6;24;77,5;66;1,1;
1995-05-08;3,8;9,4;0;31,7;27,2;23,5;82,3;69;,2;
1995-05-09;1,7;3,2;,2;33,1;27,3;24,4;78,8;59;1,4;
1995-05-10;3,5;8,7;0;32,7;28;22,8;75;65;,5;
1995-05-11;3;7,4;0;31,1;26,1;22;81,5;69;1,1;
1995-05-12;2;5,5;0;33;27,5;23;76,5;64;,3;
1995-05-13;3;7,6;0;33,3;28,3;23,6;74,5;57;1,1;
1995-05-14;4;8;0;32,9;27,5;23,4;84,3;81;,5;
1995-05-15;3;4,3;1,2;30,7;26,7;22,8;83,5;68;,5;
1995-05-16;1,5;6,7;3,7;32,7;27,4;23,6;78,3;62;,5;
1995-05-17;3;3,8;0;31,5;27,8;24,6;85,5;79;,8;
1995-05-18;3;3,6;,5;30,7;26,1;24;92,8;90;,5;
1995-05-19;1;5,1;6,8;32,5;27,4;23,6;83,5;69;1,1;
1995-05-20;2;0;57,8;30,7;26,3;23;87,5;75;,5;
1995-05-21;2;6,7;0;32,9;25,9;23;88;62;1,1;
1995-05-22;2;2,4;76,7;30,3;25,8;22,4;83,8;70;1,6;
1995-05-23;3;6;0;31,6;26,6;23;84,5;74;1,1;
1995-05-24;2;5,3;62,3;31,3;26;22,2;85,3;67;1,1;
1995-05-25;1;5,5;10,3;31,9;24,8;21;88,5;68;1,1;
1995-05-26;3;7,1;,8;31,9;26,1;23,2;81,8;68;1,1;
1995-05-27;1;5,2;3;32;26,3;23;86,8;64;,5;
1995-05-28;1;5,6;12,5;31,7;25,6;23,2;88,3;67;1,1;
1995-05-29;2;8,3;14,2;28,6;25,8;23,2;90;84;,5;
1995-05-30;2;3,6;7;32,3;26,6;23;83;63;1,2;
1995-05-31;3;8,1;0;32,7;27,2;23;77;65;,8;
1995-06-01;3;10,3;0;32,7;27,3;23,2;74,5;55;1,4;
1995-06-02;4;10,5;0;32,8;27,5;22,6;75;60;1,1;
1995-06-03;6;7,8;0;32,9;26,8;21,4;78;60;1,1;
1995-06-04;4,5;5,8;0;32,3;27,6;24,2;76;64;1,1;
1995-06-05;3;10,5;0;31,7;27;22;77;67;2,8;
1995-06-06;4;10,1;0;32,4;26,8;22,6;75,8;63;1,6;
1995-06-07;6;10;0;32,6;26,7;21;74,5;62;1,1;
1995-06-08;3;10,1;0;33;26,8;21,8;72,3;55;1,4;
1995-06-09;4,6;10,1;0;33;26,9;21,4;76;59;1,4;
1995-06-10;3,5;9,2;0;33,3;27,4;22,2;74;54;,5;
1995-06-11;6;10,3;0;33,5;28;22,4;66,5;51;1,4;
1995-06-12;5;9,1;0;32,9;27,5;22,6;76,5;69;2,5;
1995-06-13;4;3,8;0;32,9;26,9;22,8;74,8;61;1,9;
1995-06-14;5;10,4;0;33,6;27,2;21,4;68,5;50;,5;
1995-06-15;4,6;9,6;0;33,6;27,7;23,2;73;55;1,4;
1995-06-16;3;10,5;0;32,9;27,5;22;68,3;54;1,9;
1995-06-17;6;10,3;0;33,3;27,3;21;66,8;47;1,1;
1995-06-18;7;10,3;0;34,3;27;21,6;72,3;48;,5;
1995-06-19;5;9,1;0;34,9;27,4;22,2;72,5;47;,5;
1995-06-20;5;9,4;0;34,9;27,6;21,6;71,3;46;1,1;
1995-06-21;3,5;10,5;0;35,2;28,4;21,8;68,3;53;1,1;
1995-06-22;6;6,2;0;31,7;26,6;21,6;74,3;60;1,6;
1995-06-23;6;9,3;0;33,5;27,4;21,4;74,8;52;,5;
1995-06-24;6;10,3;0;33,7;27,3;22;71,8;53;,5;
1995-06-25;5,5;10,3;0;34,1;27,6;21;71,8;47;1,1;
1995-06-26;4,5;10,1;0;33,1;26,7;21,4;75,5;54;1,6;
1995-06-27;6;10,1;0;33,6;27,3;21,6;74,5;57;1;
1995-06-28;7;10,3;0;33,7;27,6;22,2;70,5;52;,5;
1995-06-29;6;10;0;33,6;27,3;21,6;70,8;50;,5;
1995-06-30;4;10;0;33,9;27,6;21,4;71,3;52;1,4;
1995-07-01;7;8,3;0;32,7;26,8;21,4;74,8;67;1,6;
1995-07-02;5,8;9,1;0;33,7;27,6;22,2;69,3;51;1,6;
1995-07-03;6,2;9,7;0;32,1;27,3;23;73;57;,8;
1995-07-04;4,5;10,3;0;34,4;27,8;23,8;67,5;47;1,1;
1995-07-05;8,5;7,7;0;32,3;27,3;22;70,8;54;1,4;
1995-07-06;7;10,2;0;33,9;26,6;20,6;73;55;1,1;
1995-07-07;6,6;10,3;0;34,1;26,4;21;72;46;1,1;
1995-07-08;4,5;10,4;0;34,9;27,4;21;70;50;1,1;
1995-07-09;8;10,3;0;34,6;27,5;21;66,5;48;,5;
1995-07-10;8;10,8;0;34,3;27,1;21;68,8;50;1,1;
1995-07-11;4;10;0;34,2;27,1;21,4;69,3;55;,5;
1995-07-12;8;10,1;0;34,1;27;21,2;71,3;57;1,6;
1995-07-13;6;10,3;0;33,5;25,9;21,4;68,5;40;1,1;
1995-07-14;8;10,7;0;33,3;24,8;18;74,5;44;1,6;
1995-07-15;5;10,6;0;34,4;26,3;19,4;67,3;37;1,6;
1995-07-16;9,5;9,3;0;34,3;28;22,2;66,3;51;1,6;
1995-07-17;8;9,3;0;33,7;27,4;21;68,3;52;1,4;
1995-07-18;6,8;10,7;0;33,9;26,8;20,8;70,5;48;,3;
1995-07-19;9;10,5;0;33,1;26,1;20,4;71,5;53;1,1;
1995-07-20;10;9,6;0;34;26,5;20,6;70,5;44;0;
1995-07-21;4;10,3;0;34,3;27,3;20,8;66,8;48;1,3;
1995-07-22;5;10,6;0;34;26,2;20;71,8;44;1,4;
1995-07-23;5,5;9;0;34,4;25,9;19;73,5;53;1,1;
1995-07-24;4;10,7;0;34,9;27,5;20,2;69,5;58;,5;
1995-07-25;5;9,4;0;34,7;27,5;20,6;68;47;1,1;
1995-07-26;6;10,6;0;34,5;28,2;21,2;66,3;54;,8;
1995-07-27;5,5;10,4;0;33,4;27,2;21;67,8;45;1,4;
1995-07-28;6,5;7,2;0;33;28;22,6;66,8;57;,8;
1995-07-29;7,5;2,5;0;35,1;28,3;20,4;62,5;45;,5;
1995-07-30;7,5;8,5;0;34,5;28,8;22,2;59,8;45;1,1;
1995-07-31;5;10,4;0;34,3;27,6;21,6;67;47;1,1;
1995-08-01;9;10,4;0;34,9;28;20,4;59;44;,3;
1995-08-02;6;10,1;0;34;27,5;20,8;62,5;48;1,4;
1995-08-03;8;10,5;0;34,5;27,8;21,6;67;47;1,1;
1995-08-04;7;9,5;0;35,5;27,5;21,2;70,5;49;1,1;
1995-08-05;5,5;10,4;0;33,7;27,1;20,4;68,8;50;1,1;
1995-08-06;9,5;9,8;0;35,1;28,7;22;66,5;50;1,1;
1995-08-07;5;9,7;0;34,3;28,3;22,5;71;56;1,9;
1995-08-08;4;9,8;0;35,1;27,9;21,6;68,5;44;1,9;
1995-08-09;4;10,4;0;34,9;27,4;20;62,8;53;1,1;
1995-08-10;4;10,1;0;35,6;26,9;20;64,5;42;1,6;
1995-08-11;4;10,3;0;35,5;28;20,6;59,8;47;1,1;
1995-08-12;5;10,3;0;35,7;27,8;20,3;68;43;,5;
1995-08-13;8;10,6;0;35,3;27,4;19,8;68,5;44;1,1;
1995-08-14;8,5;10,6;0;35,7;27,5;20;63;45;1,4;
1995-08-15;3;10,1;0;35,7;28,5;21,8;58,3;40;1,1;
1995-08-16;3;10,2;0;36,9;28,2;20,2;59,8;39;1,1;
1995-08-17;9;10,3;0;35,6;27,3;20;66,5;43;,8;
1995-08-18;9,9;9,8;0;35,9;28,1;19,8;61,5;40;1,1;
1995-08-19;3;9,8;0;35,5;28,1;20;59,3;42;1,1;
1995-08-20;5,5;10,2;0;36,3;28,4;20,4;64;44;1,6;
1995-08-21;6,1;9,3;0;36,7;29;21,6;62,8;41;1,1;
1995-08-22;5,4;9,6;0;35,7;28,6;23;63,8;47;1,6;
1995-08-23;4;10,3;0;35,5;27,6;20,2;57;40;,8;
1995-08-24;4;10,4;0;35,7;28,1;20;59,8;38;1,1;
1995-08-25;5;10,4;0;35,8;28,7;20,4;57,5;46;1,4;
1995-08-26;6;10,3;0;34,9;28,6;22;60,5;47;1,7;
1995-08-27;3;10,2;0;35,3;28,1;20,8;61;44;1,1;
1995-08-28;8;10,7;0;35,3;28,4;20,4;64,5;45;1,4;
1995-08-29;5;10,4;0;37,1;29,7;21,8;58,3;40;1,9;
1995-08-30;9;9,8;0;36,9;29,7;23,2;58,5;42;2,2;
1995-08-31;11;10,4;0;36,7;29,4;23;57,8;41;2,5;
1995-09-01;7;10,7;0;35,5;28,5;21;62,5;48;1,9;
1995-09-02;8;10,5;0;36,7;29,7;24,6;59;40;1,1;
1995-09-03;10;10,8;0;37,3;30,2;22,6;56;44;1,1;
1995-09-04;5;7,9;0;35,1;29,2;22,6;60,3;52;1,9;
1995-09-05;7;10,4;0;35,7;28,8;22;58,5;44;1,7;
1995-09-06;6;10,2;0;36,1;29,1;21,8;50,8;42;2,3;
1995-09-07;7,5;10,1;0;35,5;28,8;20,8;56,5;45;1,7;
1995-09-08;4;10;0;35,8;28,6;21,2;55,8;44;2,2;
1995-09-09;8;9,6;0;36,7;29,4;22;59,8;44;1,1;
1995-09-10;8;10,4;0;36,9;29,3;20;56,8;38;1,7;
1995-09-11;6,5;9,4;0;36,5;30;22,8;59,3;44;1,1;
1995-09-12;6;4,9;0;35,3;29,4;24,6;68,3;57;1,4;
1995-09-13;5;8,3;0;35;29,2;23,3;63;54;1,6;
1995-09-14;7,5;8,5;0;36,7;29,1;23;59,3;44;1,4;
1995-09-15;7,5;5,6;0;34,7;28,2;20;69,8;54;1,9;
1995-09-16;3;4,6;0;35,1;29;23,2;60,5;44;,8;
1995-09-17;7;8,9;0;35,5;30;25;60;42;1,1;
1995-09-18;7;1,7;0;35,7;29,2;24,8;59;42;1,4;
1995-09-19;7;8,3;0;37,3;30,2;22,4;56,8;41;1,6;
1995-09-20;5,5;9,2;0;36,1;29,2;23,4;59,8;44;,8;
1995-09-21;7;2,2;0;35,9;28,8;23,2;58;44;,8;
1995-09-22;6,5;7,1;0;36,6;28,9;22,8;57,8;38;1,1;
1995-09-23;6;9,9;0;36;29,8;23,3;54,8;44;1,3;
1995-09-24;9,8;9,3;0;36,6;29,4;23,2;57,3;38;1,3;
1995-09-25;11;8,2;0;35,9;29,3;24,6;56,5;47;,5;
1995-09-26;5;1,8;0;37;29,1;22;60,3;43;1,4;
1995-09-27;6,5;3,3;0;34,8;28,7;22,8;61,8;46;1,3;
1995-09-28;5;2,8;0;34;28,3;20,9;67,8;52;,5;
1995-09-29;6;8,7;0;37,3;30,3;23,2;56,8;41;1,4;
1995-09-30;9,5;1,3;0;38,5;30,3;22,3;59,3;31;1,9;
1995-10-01;4,5;8,3;0;37,7;30,3;23,2;48,8;31;1,1;
1995-10-02;1;1,9;0;33;27,6;20,4;66,5;52;1,9;
1995-10-03;2;5,8;0;36,3;29,4;24;57,8;43;1,6;
1995-10-04;5;3,5;0;36,7;29,8;24,7;56;41;1,1;
1995-10-05;4;7;0;35,6;29,3;24,6;56,5;47;1,6;
1995-10-06;4;4,4;2,4;36,7;29;21,6;62,8;41;,8;
1995-10-07;6;9;0;34,1;28,1;21,6;57,5;47;1,3;
1995-10-08;5;7,2;0;37,7;30,7;24,2;48,3;33;1,1;
1995-10-09;7;7,7;0;37,9;31,2;25,4;52,5;30;1,6;
1995-10-10;6;6,7;0;34,3;28,1;25;73,8;56;2,2;
1995-10-11;8;,2;0;35,9;28,1;25;67;42;2,2;
1995-10-12;7,6;6,4;19,6;35,3;28;23,2;79,8;56;,5;
1995-10-13;5;7,4;1,4;34,3;29,1;24,8;63,8;55;1,1;
1995-10-14;7;9,4;0;36,8;30,3;24,6;58,5;40;1,4;
1995-10-15;4;9,8;0;37,8;31,2;24;49,3;38;,8;
1995-10-16;7;7,3;0;37,7;31;25;50,8;35;,5;
1995-10-17;3;7,6;0;37;30,5;25;48,8;36;,5;
1995-10-18;6;4,9;0;35,4;30,1;25;61,5;46;1,6;
1995-10-19;9;3,5;0;34;29;25,4;70;60;1,6;
1995-10-20;3,5;3,5;0;35,1;29;24,4;66,5;55;1,4;
1995-10-21;4;7,4;0;36,7;29,5;24;60,5;53;,8;
1995-10-22;6;4,1;0;34,9;29,5;25,8;63,8;57;1,1;
1995-10-23;6,5;0;0;30,5;27;24,8;73,8;63;1,7;
1995-10-24;3,4;5,5;0;35,5;28,2;23,2;66,8;40;,5;
1995-10-25;5;6,8;0;36,4;29,5;23,7;62,8;40;1,3;
1995-10-26;6;6,6;0;35,5;29,7;24,8;60;43;,5;
1995-10-27;5;7,2;0;36;29,7;25;59,3;47;1,1;
1995-10-28;6;5,1;0;36,5;29;25,6;70,3;59;2,5;
1995-10-29;4,5;2,7;0;35,5;28,6;23,6;65,5;54;1,4;
1995-10-30;6;1,2;0;33,9;26,2;23,3;80,3;58;1,3;
1995-10-31;4;0;41,9;27;24,1;22,8;91,8;83;1,4;
1995-11-01;1;7,1;1,4;34,5;26,9;22,8;77,8;52;1,1;
1995-11-02;4;3,3;0;33,7;26,4;24;81,3;59;1,2;
1995-11-03;5;2,7;0;33;27,1;24;80,5;63;,5;
1995-11-04;4,5;8,2;0;35,4;29,1;24,2;67,5;47;1,6;
1995-11-05;3;0;4,5;35,1;29,5;25,2;68,3;58;,3;
1995-11-06;4,6;9,1;10,6;35,1;28,6;24,3;69,5;58;,8;
1995-11-07;3,4;7,4;0;35;29;24,4;66;55;1,6;
1995-11-08;4;0;0;35;29,3;25;68,3;59;1,1;
1995-11-09;5;5,3;0;34,1;27,7;24,2;76,3;57;,9;
1995-11-10;4;8,1;0;34,4;28,2;24,2;73,5;59;,2;
1995-11-11;5,8;0;3,8;27,4;24;23;89,8;81;0;
1995-11-12;1,5;4,1;1,2;32,5;25,2;22,4;86,3;69;,8;
1995-11-13;2;10,4;2,1;35,3;28,9;22,4;69,8;55;,3;
1995-11-14;6;9,7;0;35,6;29,8;24;65,3;57;1,9;
1995-11-15;5,5;8,3;25,7;34;28,3;23,2;77,5;59;0;
1995-11-16;4,5;5,5;42,5;32,3;25,9;20,6;83;69;,5;
1995-11-17;3;,1;13,4;29,9;25;21;87,5;73;1,4;
1995-11-18;1,5;3,3;36,3;31,1;25,5;22,8;87,3;68;1,1;
1995-11-19;3;4,9;,8;32,6;27,6;23,8;78;58;1,1;
1995-11-20;3,5;9,1;0;33,7;29;23,5;69,3;60;1,1;
1995-11-21;5,5;3,8;0;32,5;28,5;24,6;73,8;61;1,1;
1995-11-22;2;0;0;28,7;25,3;23,2;89,5;79;1,1;
1995-11-23;2;7;2,6;33,5;27,2;23;80,3;63;1,3;
1995-11-24;2;0;14,6;30,4;26,5;23;86,8;71;,5;
1995-11-25;4;,1;8,1;28,9;25,6;23,5;91,3;79;0;
1995-11-26;1;2,4;42,8;30,5;26,1;22,6;85,5;71;1,6;
1995-11-27;3;,9;,1;30,3;26,5;24,4;82;70;1,1;
1995-11-28;2,5;7,3;0;32,7;26,8;24,4;85,5;62;1,6;
1995-11-29;4;2,9;41,3;31,3;25,4;23;89,3;72;3,3;
1995-11-30;2;0;63,5;25,3;23,1;22;95,8;96;1,1;
1995-12-01;,7;8,3;48,1;33,5;26,4;21,4;77;52;,3;
1995-12-02;4;10,6;0;34,3;28,4;23;75,8;59;,8;
1995-12-03;5;7,2;0;33,6;28,5;24;73,5;59;1,1;
1995-12-04;5;3,4;0;33,7;28,8;24;74;61;1,1;
1995-12-05;3,5;3,8;0;32;27,8;24,2;78,8;69;,3;
1995-12-06;1;7;0;32,3;28,2;24,4;71;58;,8;
1995-12-07;4,5;4;0;32,6;28,3;25;76;62;1,1;
1995-12-08;3,5;8;0;33,3;27,5;23,6;75;61;,8;
1995-12-09;2;0;122,7;26,7;24,4;22,2;93;85;1,1;
1995-12-10;1,5;8,1;4,6;33,4;28,2;23,2;75,5;56;,7;
1995-12-11;3,5;9,4;0;33,3;28,4;23,4;66;57;,8;
1995-12-12;3,5;10;16;33,5;27,6;23,2;75,3;60;,8;
1995-12-13;5;3,1;0;33,1;28,1;24;75;61;1,1;
1995-12-14;2,5;6,5;0;33,2;28,5;24,6;70,3;63;1,6;
1995-12-15;2;7,3;0;33,4;28,3;25;77,5;63;1,1;
1995-12-16;1,5;7,1;0;33,1;27,2;24,8;80,5;62;,3;
1995-12-17;5;1,8;,8;33,7;27,5;23,4;73,3;58;1,4;
1995-12-18;4;11;0;34,6;29;23,4;67,5;57;1,1;
1995-12-19;3;0;0;33;28,2;24;73,5;59;,8;
1995-12-20;2;7,8;0;35;29,4;24;70;58;,5;
1995-12-21;6;5,6;0;34,1;28,8;26;71;55;1,9;
1995-12-22;3,5;5,5;15,7;32,7;27,2;24,8;79,3;63;1,6;
1995-12-23;5,7;9,6;0;33,5;28;24,4;69,8;56;,8;
1995-12-24;5,3;0;3;32,7;27,7;24,2;73,5;56;,5;
1995-12-25;6;1,8;0;32,5;26,7;24;80,3;57;1,1;
1995-12-26;2,8;0;82,9;28;24,8;22;89,8;78;,5;
1995-12-27;2,2;8,2;10;32,8;26,4;20,4;81;61;,5;
1995-12-28;3;5,2;9;33,5;26,8;23,5;79,5;59;1,1;
1995-12-29;3,2;,8;2;29,4;24,9;23,4;92,5;79;,5;
1995-12-30;,9;5,8;57,7;31;25,9;23;86,5;69;1,1;
1995-12-31;2,3;0;64,5;30,6;25,1;22,8;89;66;1,1;
1996-01-01;3;3,4;47,6;31,3;26,4;22;83;61;0;
1996-01-02;2;8,2;0;33,5;27,6;24,6;75,3;59;1,3;
